"region","country","index","market","year","open","high","low","close","volume","adjust","yearly_return_rate","ave_daily_return_rate","inflation_rate","average_annual_growth_rate","real_annual_average_growth_rate","real_yearly_return_rate"
"Asia","South Korea","KOSPI","Korea Stock Exchange",2009,1132.86999511719,1723.17004394531,992.690002441406,1682.77001953125,122872200,1682.77001953125,48.5404350705907,0.160511080058465,2.7564965449393,7.67883643591216,4.79029555938599,44.5557605261759
"Asia","South Korea","KOSPI","Korea Stock Exchange",2010,1681.7099609375,2052.96997070312,1532.68005371094,2051,95597100,2051,21.9591991270975,0.0833418519672477,2.93928652655686,7.67883643591216,4.60421872861201,18.4768257507145
"Asia","South Korea","KOSPI","Korea Stock Exchange",2012,1831.68994140625,2057.28002929688,1758.98999023438,1997.05004882812,120646600,1997.05004882812,9.02773464459397,0.0408671339606729,2.18707104433314,7.67883643591216,5.37422722410399,6.69425547708775
"Asia","South Korea","KOSPI","Korea Stock Exchange",2013,2013.73999023438,2063.28002929688,1770.53002929688,2011.33996582031,81097300,2011.33996582031,-0.119182437936447,0.00588210236994185,1.30134754547413,7.67883643591216,6.29556175210322,-1.40228142846066
"Asia","South Korea","KOSPI","Korea Stock Exchange",2014,2013.10998535156,2093.080078125,1881.72998046875,1915.58996582031,68129300,1915.58996582031,-4.84424697313393,-0.0178697930747216,1.27477446401322,7.67883643591216,6.32345221778257,-6.04199956951914
"Asia","South Korea","KOSPI","Korea Stock Exchange",2016,1954.46997070312,2073.88989257812,1817.96997070312,2026.4599609375,92686500,2026.4599609375,3.68335105238155,0.0162429883508571,0.971685739912168,7.67883643591216,6.64260544612139,2.68557001163101
"Asia","South Korea","KOSPI","Korea Stock Exchange",2017,2022.22998046875,2561.6298828125,2015.68005371094,2467.48999023438,82160900,2467.48999023438,22.0182676582816,0.0834913105161888,1.94433230786366,7.67883643591216,5.62513285263448,19.6910754094659
"Asia","South Korea","KOSPI","Korea Stock Exchange",2018,2474.86010742188,2607.10009765625,1985.94995117188,2041.0400390625,97104400,2041.0400390625,-17.529074352865,-0.0736355659995959,1.47583935002645,7.67883643591216,6.11278224020337,-18.7285109683466
"Asia","South Korea","KOSPI","Korea Stock Exchange",2019,2050.55004882812,2252.05004882812,1891.81005859375,2197.669921875,115797700,2197.669921875,7.17465409493189,0.0331845999810292,0.383000303608136,7.67883643591216,7.26799967149596,6.76574098281824
"Asia","South Korea","KOSPI","Korea Stock Exchange",2020,2201.2099609375,2878.2099609375,1439.43005371094,2873.46997070312,221987800,2873.46997070312,30.5404764513835,0.123970861780251,0.537288023411737,7.67883643591216,7.10338278752596,29.8428463884813
"Asia","South Korea","KOSPI","Korea Stock Exchange",2021,2874.5,3316.080078125,2822.72998046875,2977.64990234375,257227900,2977.64990234375,3.58844676791616,0.0196724183166767,2.49833333333339,7.67883643591216,5.05423155099638,1.06354259540753
"Asia","South Korea","KOSPI","Korea Stock Exchange",2022,2991.96997070312,2995.25,2134.77001953125,2236.39990234375,144987200,2236.39990234375,-25.2532637612607,-0.110313200082817,5.08951365062842,7.67883643591216,2.46392118046335,-28.8732684716423
"Asia","South Korea","KOSPI","Korea Stock Exchange",2023,2249.94995117188,2668.2099609375,2180.669921875,2655.28002929688,131586300,2655.28002929688,18.0150708647491,0.0747578699578726,3.5974562502901,7.67883643591216,3.93965289626561,13.9169581342096
"Asia","South Korea","KOSPI","Korea Stock Exchange",2024,2645.46997070312,2896.42993164062,2360.17993164062,2399.48999023438,118722500,2399.48999023438,-9.29815810395959,-0.0338027652288726,2.32174328643542,7.67883643591216,5.23553741112512,-11.3562386812221
